child_name,filename,child_age_months,child_age_days,chi_total_words,chi_deictic_count,chi_deictic_freq_per_1k,cds_total_words,cds_deictic_count,cds_deictic_freq_per_1k,deictic_contexts,corpus,language
Matt,040426.cha,52.85420944558521,1608,823,9,10.935601458080194,2205,26,11.79138321995465,"{'CHI': [('today', 'everything is for sale today .'), ('now', 'now the rest of them are dinosaurs .'), ('now', ""now they're gonna say cheese altogether .""), ('today', ""okay , I'll come today .""), ('now', ""now you'll never get up .""), ('never', ""now you'll never get up .""), ('today', 'okay , I just slipped on the table today .'), ('now', 'now he is ready to go back home .'), ('always', ""he he just doesn't look ready , but he is he always is ready when people ."")], 'CDS': [('now', 'now , they are good friends , except look wait a minute !'), ('before', 'so , before I take my dinosaurs home , do you wanna tell Leslie about Halloween ?'), ('a long time', ""well , Leslie hasn't been trick or treating in a long time , so tell me how you actually go trick or treating .""), ('day', 'so , you got a bunch of candy , and then the next day , I think it was , there was a huge parade , right ?'), ('the next day', 'so , you got a bunch of candy , and then the next day , I think it was , there was a huge parade , right ?'), ('last', 'you know , another thing you did since we last saw Leslie was you went to when your school had the haunted house .'), ('now', ""alright , I'll see I'm gonna go home now , and see how it goes , okay ?""), ('never', 'oh_my_goodness , I never really met anybody at a store who ate money .'), ('before', ""Friday they're gonna be hungry before then !""), ('already', 'so , alright so I already got a couple ones .'), ('last', ""so anyway , I'm trying to think of what else we've been doing since we came here last time .""), ('always', 'the one who always gets the yellow sticks .'), ('today', 'yeah , how did he do today ?'), ('after', 'after she fell off , this alligator or crocodile fell on her too !'), ('now', ""you could have hit someone now it's missing .""), ('yesterday', 'so tell Leslie about how we ended up with your shoes yesterday where did we go shopping ?'), ('yesterday', 'so , how did we end up with those shoes yesterday ?'), ('last', 'what was different about the zoo when we went last time ?'), ('now', ""now he's totally trapped for now , right .""), ('now', ""now he's totally trapped for now , right .""), ('today', 'you just slipped on the table today ?'), ('today', 'what did you do in school today ?'), ('already', ""didn't you already know how to say that ?""), ('now', ""now , what's this up here ?""), ('before', 'did you ever see something like that before .'), ('always', 'oh , then he is ready , always I see .')]}",Weist,en
Matt,030226.cha,38.85420944558521,1182,613,3,4.893964110929852,1797,26,14.468558708959376,"{'CHI': [('first', 'who do you want to see first Sully and Boo ?'), ('now', 'and now this is two oh nine .'), ('now', 'now you do the mommy dog spin .')], 'CDS': [('now', 'well see now what should we play with ?'), ('now', ""now it's interesting that you got this at school .""), ('today', ""what'd you do at school today anyhow ?""), ('now', 'when just now ?'), ('today', 'so tell me what did you do today at school .'), ('yesterday', 'yesterday what happened ?'), ('yesterday', 'what did you bring home yesterday ?'), ('yesterday', 'what did you have yesterday that made it easier to bring home all those rocks ?'), ('yesterday', 'you had very big pockets yesterday .'), ('now', 'now what ?'), ('first', 'okay so you wanted to see first Sully and Boo .'), ('now', ""now Randall what does Randall do in the movie actually I've never seen Monsters Inc ?""), ('never', ""now Randall what does Randall do in the movie actually I've never seen Monsters Inc ?""), ('now', ""now Matty you saw it so what happens with Randall why don't I like Randall ?""), ('now', ""maybe it useta be like a bottle and now it's just a little part left .""), ('now', 'okay can you take the stuff now ?'), ('now', 'am I all set now ?'), ('tomorrow', ""I'll be back tomorrow .""), ('now', 'oh is it not working now ?'), ('already', 'or can I leave with it since I already paid for it ?'), ('now', ""you're off of work right now ?""), ('now', 'but I thought you were off of work now .'), ('now', ""this good cause now I'll have a container to hold my things in .""), ('now', 'now where are we going on the trip again ?'), ('soon', ""oh why don't we just stay for a few more minutes cause Ryan's gonna go soon .""), ('now', '&-uh oh now it says stop .')]}",Weist,en
Matt,031021.cha,46.68993839835729,1421,1014,8,7.889546351084813,3646,47,12.890839275918815,"{'CHI': [('first', 'first it was paper second Michelle had a little &-um pin maker .'), ('last', 'are we gonna are we gonna this is the last box .'), ('last', ""I'm gonna take everything out_of this one and that's the last one .""), ('a time', 'take one at a time .'), ('while', ""you &-um you for a while you don't go to school and then you go to school again .""), ('after', 'what comes next after five ?'), ('after', 'what comes next after six ?'), ('after', 'what comes next after seven ?')], 'CDS': [('last', 'is that the last one ?'), ('before', 'so we were talking about before we came in about this parade .'), ('last', ""this is the one we weren't sure of last time remember ?""), ('now', 'oh now we got another table a couple of tables here .'), ('now', ""now what's this thing here ?""), ('now', 'now that is pretty neat .'), ('now', 'okay and then she made the pin and then you guys do you get to keep it now ?'), ('now', ""now where's the new zoo at ?""), ('last', 'so the last time we forgot that one huh ?'), ('a long time', ""I haven't been to a zoo in a long time .""), ('while', 'so another thing you and Daddy did while I was gone was you guys went to a dance .'), ('while', ""hey didn't you and Daddy also go to visit the land while I was gone Matty ?""), ('now', 'that is so funny now we have so many pies look at that .'), ('sometimes', ""sometimes they have it where the bread pops out when it's done .""), ('now', 'well how many cookbooks do we have now ?'), ('now', ""so now I haven't been to your house in a long time so I was wondering how is your tortoise was doing ?""), ('a long time', ""so now I haven't been to your house in a long time so I was wondering how is your tortoise was doing ?""), ('never', ""this means I guess it's never been open huh ?""), ('now', 'so now how many couches are there ?'), ('night', 'probably right in_case they hafta go in the middle of the night .'), ('last', ""let's see here I think when we saw Ryan last time , you and Daddy were planning to go somewhere .""), ('last', 'I think though that this might be the last one that we should take apart okay ?'), ('soon', ""we don't even know maybe which boxes to put them in so I think we should probably start cleaning up pretty soon okay .""), ('last', ""this is the last box okay so I'll hide these other two okay so we can open the other ones later .""), ('last', 'so which one is the last one ?'), ('last', ""okay that's the last one .""), ('now', 'now where is the people gonna sit down ?'), ('now', ""let's see now these are ones that we still have yet to open .""), ('first', ""well we'll pick up first and then we can do something else .""), ('now', 'like the toilet and the sink thing are made out_of porcelain and they could break but I think I got the rest now .'), ('already', 'oh I think I already put the couch in I think that was one I already put away .'), ('already', 'oh I think I already put the couch in I think that was one I already put away .'), ('now', 'just now I just did when I grabbed when you gave it to me .'), ('now', ""now they're really captured huh ?""), ('now', ""okay I'll leave it open now go ahead look through the house and see what still needs to be put away .""), ('now', 'alright now .'), ('never', ""I don't know I've never seen it .""), ('never', ""I've never seen that .""), ('now', 'now you found it .'), ('after', 'what comes after eight ?'), ('after', 'what comes after ten ?'), ('after', 'ten what comes after ten ?'), ('now', 'you now what actually after you find twelve you know what I saw on the other side of the room ?'), ('after', 'you now what actually after you find twelve you know what I saw on the other side of the room ?'), ('last', 'alright remember last time you had some and that works pretty good .'), ('last', 'you can open those the last ones you get to open them okay .'), ('last', 'is there anything else you wanna do for our last time ?')]}",Weist,en
Matt,030309.cha,39.29568788501027,1196,758,3,3.95778364116095,2563,32,12.485368708544675,"{'CHI': [('today', 'how bout today we could watch a movie .'), ('day', 'all day .'), ('now', ""now they're gonna go over there ."")], 'CDS': [('now', 'now you can tell Ryan the story .'), ('now', 'now how did you know about this ?'), ('always', ""remember how daddy always goes maybe I'll test em and see if they're okay .""), ('day', 'so we got something very cool the other day .'), ('the other day', 'so we got something very cool the other day .'), ('now', 'oh can you see better now ?'), ('now', 'now who is Boo ?'), ('now', ""now who's Randall ?""), ('yesterday', 'well we were just watching it yesterday right ?'), ('today', 'how_about today we could watch a movie ?'), ('night', ""maybe but we just watched Monster's Inc last night .""), ('last', ""maybe but we just watched Monster's Inc last night .""), ('today', ""so I don't think we're gonna watch a whole movie again today .""), ('now', ""now how'd you learn how to do a head stand ?""), ('now', 'now should we scare Ryan ?'), ('now', 'okay now what should he do ?'), ('day', 'all day !'), ('day', 'all day ?'), ('day', 'all day what am I sposta do while I am laying down ?'), ('while', 'all day what am I sposta do while I am laying down ?'), ('now', 'am I allowed to get up now ?'), ('now', 'can I get up now ?'), ('tomorrow', 'so does that mean I hafta stay in bed just all day or like tomorrow and the next day ?'), ('day', 'so does that mean I hafta stay in bed just all day or like tomorrow and the next day ?'), ('day', 'so does that mean I hafta stay in bed just all day or like tomorrow and the next day ?'), ('the next day', 'so does that mean I hafta stay in bed just all day or like tomorrow and the next day ?'), ('now', ""now what am I gonna do with my classes that I'm sposta teach tomorrow ?""), ('tomorrow', ""now what am I gonna do with my classes that I'm sposta teach tomorrow ?""), ('now', 'now do you know what you look like ?'), ('sometimes', ""you know how sometimes you have a sandwich and it's all rolled up in the bread like this ?""), ('a long time', ""well these guys that have been here they've been waitin a long time right ?""), ('sometimes', ""oh they eat little dinosaurs yeah sometimes that's what would happen the big ones would eat the little ones ."")]}",Weist,en
Matt,030002.cha,36.06570841889117,1097,1065,7,6.572769953051643,3197,32,10.00938379730998,"{'CHI': [('today', ""I'm little bear today .""), ('now', 'now little bear he goes to sleep under here .'), ('today', '&-uh today .'), ('now', ""why can't I watch it now ?""), ('now', ""now we're here !""), ('now', 'now we gotta sit down and and just and fly home .'), ('now', 'where is she now ?')], 'CDS': [('now', 'frogs and bugs this is cool I did not know how this did that now what part did you want me to do ?'), ('now', 'now did you wanna tell Ericka about your birthday party ?'), ('now', 'well looks like your eggs are ready now !'), ('sometimes', 'do you wanna tell Ericka about sometimes when you are little bear ?'), ('today', 'you are little bear today huh ?'), ('now', 'now what will what do they do in the bear cave .'), ('today', 'today ?'), ('now', ""it's wake up time now what is little bear gonna do ?""), ('yesterday', 'oh remember yesterday when we were in the bear cave we told stories you know Ericka does not know the story about the little mouse .'), ('after', 'but did they what was the little mouse doing when after he fell off the truck ?'), ('now', 'I think only my head would fit oh your bear cave is collapsing anyway let me try to make it higher now .'), ('now', 'no are you gonna come on out from the water now ?'), ('now', ""oh now you're under the water again .""), ('after', 'what did we do after we went swimming hm ?'), ('now', 'not right now but another time .'), ('after', ""well then what happened after you went swimming at Dr Weist's house what'd you do next ?""), ('already', 'I think we already got a blanket for our bear cave .'), ('now', 'great idea can you see now ?'), ('last week', 'hey you know Ericka also does not know that we went to the zoo last week with James .'), ('last', 'hey you know Ericka also does not know that we went to the zoo last week with James .'), ('now', ""the lion roared you're right he did but now we saw him sleeping well which animal roared when you went with James and mommy and Eileen and Gordon then who was roaring ?""), ('morning', 'you like James Lion did &-uh did James come over this morning before ?'), ('before', 'you like James Lion did &-uh did James come over this morning before ?'), ('now', 'oh yeah but now I cannot hear me either .'), ('morning', 'tell Ericka what you played with James this morning and why momma became angry .'), ('now', 'you want this on my head now ?'), ('now', ""because it's not on now it's on later .""), ('now', ""where's your bandaid now ?""), ('now', 'little Anakin now is he nice there ?'), ('now', 'now what do we do at Neverland ?'), ('now', 'do you wanna talk to Ericka now ?'), ('always', ""you wanna go back home still we useta live in another house and there was a mean neighbor we lived in an apartment and she did not let Matty run or jump and she'd always become very angry and yell at us and so we decided to what Matty ?"")]}",Weist,en
Matt,020819.cha,32.62422997946612,993,907,6,6.615214994487321,2319,30,12.936610608020699,"{'CHI': [('yesterday', ""that that ah that's what the turtle said yesterday .""), ('now', 'now he is asleep .'), ('now', 'he hafta ride over the gate now .'), ('now', ""it's time to dump now .""), ('soon', 'soon .'), ('now', 'and then he can not go on now .')], 'CDS': [('today', ""you don't have too many words today it was the witch's ghost .""), ('now', ""so what should we do cause you've been kind of quiet right now what should we do today to play ?""), ('today', ""so what should we do cause you've been kind of quiet right now what should we do today to play ?""), ('yesterday', ""that's what the turtle said yesterday .""), ('night', 'good night turtle .'), ('now', 'now he is asleep .'), ('before', 'do you remember what you were looking for inside ah inside your closet before ?'), ('now', 'now if your on that side should I go on the other side of the gate ?'), ('now', ""there he goes now he's in the helmet .""), ('night', 'and what happened at night when you were sleeping ?'), ('now', ""now he's jumping into daddy's helmet .""), ('now', 'now we say are you okay do you needta go to the doctor ?'), ('now', 'he hasta ride over the gate now ?'), ('sometimes', 'is that a word that we use sometimes because ?'), ('now', 'is he gonna unload him now ?'), ('before', 'oh great job he got on before he left .'), ('now', 'he almost knocked over the gate does he hafta go to the hospital now ?'), ('already', 'he went already to the hospital ?'), ('night', 'I picked up and we watched tv and we played just a little but he was so sleepy we spent most of the day and then what happened when you were sleeping at night time ?'), ('day', 'I picked up and we watched tv and we played just a little but he was so sleepy we spent most of the day and then what happened when you were sleeping at night time ?'), ('today', 'did you stay home today ?'), ('today', 'what did you do at school today ?'), ('now', 'okay now where is it going ?'), ('now', ""time to dump now hey there's that Sammy cat .""), ('after', ""I'm sleepy should we go to bed after Erin leaves ?""), ('soon', 'not yet huh soon ?'), ('today', 'so today at school you had noodles .'), ('now', 'they say oh Diesel is gone now .'), ('now', 'he can not go on now ?'), ('now', 'lots_of passengers on this truck right now .')]}",Weist,en
Matt,040509.cha,53.29568788501027,1622,913,18,19.715224534501644,2627,37,14.084507042253522,"{'CHI': [('after', ""they drove back into his home and after that when they find the person the person the boy's mom , they stay all together .""), ('after that', ""they drove back into his home and after that when they find the person the person the boy's mom , they stay all together .""), ('first', 'yeah , but first I wanna show you something .'), ('day', ""yeah that could would be a good home the next day , since it's the day I'm off I'll come and check on it on the lizard .""), ('day', ""yeah that could would be a good home the next day , since it's the day I'm off I'll come and check on it on the lizard .""), ('the next day', ""yeah that could would be a good home the next day , since it's the day I'm off I'll come and check on it on the lizard .""), ('now', ""yes now it now it looks like bread but it's a washcloth .""), ('now', ""yes now it now it looks like bread but it's a washcloth .""), ('day', ""and also I'm the next day I'm going to Cindy's .""), ('the next day', ""and also I'm the next day I'm going to Cindy's .""), ('soon', 'well , sometimes soon .'), ('sometimes', 'well , sometimes soon .'), ('now', 'ten days from now .'), ('now', 'yeah , and now I needta wear this dress .'), ('now', 'do it for real now .'), ('already', 'no , I already did one for Santa .'), ('day', ""it's this one I play almost the whole day , and its called Splash Lagoon .""), ('now', ""now let's play it let's let's go home , get the game !"")], 'CDS': [('now', 'now what happens if you get bit by something that looks like this ?'), ('today', 'so what do you wanna do today ?'), ('now', 'just now ?'), ('now', 'now , was Jackson your friend at school or was he just a kid you knew at school ?'), ('a while ago', ""that was a while ago , wasn't it ?""), ('while', ""that was a while ago , wasn't it ?""), ('now', 'you have another kid at your school now who gets into trouble all the time .'), ('sometimes', 'wow , what else does he do sometimes ?'), ('first', 'let me check him out first and see if I want him .'), ('now', ""so that's why he's kinda still right now ?""), ('now', ""wait wait now don't keep charging him up .""), ('now', 'now , what do they eat ?'), ('today', ""today you're too busy ?""), ('now', ""but you know what I'm gonna run out_of food now .""), ('yesterday', 'this reminds me of when we were playing hockey yesterday , though .'), ('yesterday', 'can you tell Leslie about how we played hockey yesterday , about how I won by so much ?'), ('day', 'so do you wanna talk about the day you stayed home with Daddy ?'), ('now', 'should we just go home now ?'), ('now', 'are you gonna be gentle with him now ?'), ('now', 'so , &-um what are we gonna do with those trees now ?'), ('now', ""now , what's gonna be an interesting thing that's gonna happen this week ?""), ('this week', ""now , what's gonna be an interesting thing that's gonna happen this week ?""), ('while', ""mhm and what are you gonna do while I'm gone ?""), ('while', ""cool you got somebody else's house you're gonna visit too while I'm gone .""), ('night', ""yes , cause you're not gonna sleep the whole night there , but Daddy has parent teacher conferences so you gotta stay at their house for awhile .""), ('never', ""you're gonna go but I've never even been there !""), ('now', 'ten days from now , hm .'), ('never', ""so , what do people even do at Splash Lagoon , since I've never even been there ?""), ('while', ""alright , I'll let you do it one more time and then we'll do something else for a while .""), ('before', 'do you know where Grandma Sharon and Grandpa Dale have been before where we have also been ?'), ('soon', 'you know Matty , we hafta write our Christmas list soon , for Grandma and Grandpa , and Santa and stuff like that .'), ('this year', ""see , I guess he doesn't really want gifts this year cause he can't really think of anything .""), ('now', ""what's the game we play almost everyday now ?""), ('today', ""oh my gosh , you're so funny with that today .""), ('first', 'I see whoever gets to the bottom first wins , right ?'), ('never', 'no , we never talked about it .'), ('soon', ""I think our tape's gonna be over soon ."")]}",Weist,en
Matt,040017.cha,48.558521560574945,1478,927,5,5.393743257820928,3197,40,12.511729746637473,"{'CHI': [('now', 'now ?'), ('day', 'the next day ?'), ('the next day', 'the next day ?'), ('first', 'no you put it in there first .'), ('before', ""you'll be there before bedtime ?"")], 'CDS': [('late', 'do you wanna talk about why we were almost late ?'), ('yesterday', 'you should also talk about what you did yesterday .'), ('yesterday', 'was it yesterday ?'), ('yesterday', 'did it look the same as the one the guy gave you yesterday ?'), ('night', ""you know another thing that's been going on since we met Leslie last time was that you have started a knew thing at night a couple days .""), ('last', ""you know another thing that's been going on since we met Leslie last time was that you have started a knew thing at night a couple days .""), ('night', 'what do you do at night on Monday and Wednesday night ?'), ('night', 'what do you do at night on Monday and Wednesday night ?'), ('after', 'we saw her when it was right after your birthday .'), ('now', ""it's filled up with slugs and worms now .""), ('tomorrow', 'we hafta let them go tomorrow .'), ('day', 'the next day .'), ('the next day', 'the next day .'), ('today', 'look at me do you wanna play anything here today ?'), ('first', 'okay what do we gotta do first ?'), ('sometimes', ""tree I wasn't sure well sometimes it was a tree sometimes it was a fence right ?""), ('sometimes', ""tree I wasn't sure well sometimes it was a tree sometimes it was a fence right ?""), ('now', 'oh my thank you so much I have a new eyeball now .'), ('now', 'oh my gosh look at your eyeball now .'), ('now', 'now that looks disgusting .'), ('now', 'now were we going to set up the furniture ?'), ('today', 'you got some new band aids today .'), ('now', ""hey now she's sitting down .""), ('this week', ""we've been pretty busy this week .""), ('last', 'I know something else we did since the last time we saw Leslie .'), ('last week', 'remember last week we went to a place in Buffalo .'), ('last', 'remember last week we went to a place in Buffalo .'), ('last', ""and that last thing I'd like some more of this .""), ('first', 'we gotta set it up first and then a tornado will come .'), ('before', 'are there any more rooms you wanna set up before the tornado comes ?'), ('before', ""why don't we pick up our stuff and then afterwards we'll do that right before we leave .""), ('late', ""I don't hafta stay late because I just give my test tonight .""), ('before', ""yes I'll be there before you guys go to bedtime .""), ('now', 'can I get your bowling ready now ?'), ('never', ""wait wait I've never heard of that bowling .""), ('soon', ""we'll do this quick and end up going soon .""), ('now', 'now how we gotta set these up Boo .'), ('now', ""okay now the world's famous bowler .""), ('now', 'okay now .'), ('last', 'okay last one .')]}",Weist,en
Matt,020518.cha,29.591375770020534,900,468,1,2.136752136752137,1977,18,9.104704097116844,"{'CHI': [('now', 'the animals eat it now ?')], 'CDS': [('now', 'now where might the mean train be ?'), ('last', ""I'm trying to think of what we've been doin since we saw Erin last time .""), ('sometimes', 'do we sometimes sing songs ?'), ('present', 'oh is it gonna be like a birthday present ?'), ('now', 'oh_man there all_gone now what are we gonna do when we needta blow our nose ?'), ('present', 'is this a happy birthday present ?'), ('present', ""it's your present ?""), ('before', 'going to grandpa angel did we talk about that before ?'), ('present', 'oh you wanna open your present ?'), ('present', ""okay here's your present for you here you go .""), ('night', 'oh do you remember what did we do last night ?'), ('last', 'oh do you remember what did we do last night ?'), ('first', 'what do you gotta do first ?'), ('now', 'how do we do the puzzle now ?'), ('now', 'what is he doing now ?'), ('now', 'are you going to work on one of these puzzles now ?'), ('after', 'after you use it for a hayride the animals can eat it too .'), ('now', 'are you working on the farm puzzle now ?')]}",Weist,en
Matt,040809.cha,56.29568788501027,1713,802,8,9.975062344139651,3031,49,16.166281755196305,"{'CHI': [('already', ""when that when they already go down and the girl goes you killed her that part's funny .""), ('already', 'he was already stopping .'), ('now', ""and that's that's &-um the that's our president now .""), ('already', 'well , the first day and he already does .'), ('day', 'well , the first day and he already does .'), ('first', 'well , the first day and he already does .'), ('last', ""yeah and I'm gonna I'm gonna have a treasure hunt and if you're going the right and you needta follow the Jenny B Jones cards and if you if you go all the right way you &-um &-um then you get the &-um to have a little prize and at the end of the the end of the Jenny B Jones at the last Jenny B Jones one and I'm giving out the prize they win to the person .""), ('day', 'I dunno I ah &-um I am going to wait until the day that ah I will start the birthday party and all the birthday stuff .')], 'CDS': [('already', 'some yellow paper but somebody already drew on these .'), ('yesterday', 'we talked about him a little bit yesterday what did he do that was important that he said about the people that were slaves ?'), ('first', ""no , I don't really know too much except he was the first president .""), ('day', ""so we've been doing lots_of stuff since we saw her cause one of the things that's been very exciting was is a couple a days ago there was Valentine's Day !""), ('day', ""so what did you do for you school for Valentine's Day ?""), ('now', 'now did you just bring them to the kids you are really are good friends with or what ?'), ('day', ""and then what did you end up getting from your classroom on Valentine's Day ?""), ('night', 'well we did something that was super fun on Sun Saturday night do you remember what did we go see as a whole family , where did we go ?'), ('this week', 'you and daddy went sledding this weekend too .'), ('day', ""yeah so you gotta go sledding recently and hm I'm trying to think of what else we have been up to hm well of_course there was Valentine's Day .""), ('now', 'now Abraham is missing something .'), ('sometimes', ""you've forgotten though sometimes I dunno why cause you've got two yourself right .""), ('before', 'but remember right before we went to the first mall you were not feeling well remember what you said to me ?'), ('first', 'but remember right before we went to the first mall you were not feeling well remember what you said to me ?'), ('day', 'you told me actually something that happened one day when I was at work cause daddy has been off work all week so you stayed home with daddy on Monday and then there was something that happened in terms of your not feeling well , do you remember that ?'), ('one day', 'you told me actually something that happened one day when I was at work cause daddy has been off work all week so you stayed home with daddy on Monday and then there was something that happened in terms of your not feeling well , do you remember that ?'), ('night', 'but there was one night member a couple a nights ago you woke up and said mommy mommy and what did you wanna do in the middle of the night ?'), ('night', 'but there was one night member a couple a nights ago you woke up and said mommy mommy and what did you wanna do in the middle of the night ?'), ('day', 'it was overdue yeah , so we got it for another week but you watched that pretty much almost every day but do you know what the name of it is ?'), ('every day', 'it was overdue yeah , so we got it for another week but you watched that pretty much almost every day but do you know what the name of it is ?'), ('day', ""that's such a funny show oh that's an awesome sun that makes it for a very sunny day .""), ('now', 'oh okay you can draw that now sure .'), ('now', ""but now we're still stuck in the war so that's too bad cause we were .""), ('now', ""cause he's president now ?""), ('now', 'now he lives in Washington D C member when you went to visit there ?'), ('now', 'now we still hafta send your present to grandpa Zevenburgen remember we got a present got a present for him together we never mailed it .'), ('present', 'now we still hafta send your present to grandpa Zevenburgen remember we got a present got a present for him together we never mailed it .'), ('present', 'now we still hafta send your present to grandpa Zevenburgen remember we got a present got a present for him together we never mailed it .'), ('present', 'now we still hafta send your present to grandpa Zevenburgen remember we got a present got a present for him together we never mailed it .'), ('never', 'now we still hafta send your present to grandpa Zevenburgen remember we got a present got a present for him together we never mailed it .'), ('first', 'alright alright so George is the first name .'), ('day', 'is it a sunny day for George Bush or no ?'), ('sometimes', 'not sure you useta sometimes say you wanted to be an astronaut .'), ('sometimes', '&-um sometimes you useta say you wanted to be a doctor or a veterinarian .'), ('day', 'alright George W Bush sunny day .'), ('today', ""so I asked you before about Dawson getting into trouble today but said you couldn't remember what he did huh ?""), ('before', ""so I asked you before about Dawson getting into trouble today but said you couldn't remember what he did huh ?""), ('the other day', ""how bout the other days what's up with Dawson ?""), ('now', 'now did you get to pick from the quiet pile yesterday ?'), ('yesterday', 'now did you get to pick from the quiet pile yesterday ?'), ('tomorrow', 'yeah , I hope you feel well enough to go to school tomorrow honey .'), ('now', ""maybe we'll make it home now we'll just put you to bed .""), ('last', 'three last year when you were a fire fly .'), ('long ago', ""it wasn't super long ago ?""), ('this year', ""oh I forget you might've been four it might've been this year .""), ('now', 'how old are you now ?'), ('already', ""it is , let's see we are already in February so March April May June that's only like four months .""), ('now', ""we've been talking about having a party maybe where are you feeling in terms of that now ?""), ('always', ""will you have your eyes covered I know you don't always like to have your eyes covered ?"")]}",Weist,en
